날짜,모기지수(수변부),모기지수(주거지),모기지수(공원)
2018-03-11,5.5,5.5,5.5
2018-03-12,5.5,5.5,5.5
2018-03-13,5.5,5.5,5.5
2018-03-14,5.5,5.5,5.5
2018-03-15,5.5,5.5,5.5
2018-03-16,5.5,5.5,5.5
2018-03-17,5.5,5.5,5.5
2018-03-18,5.5,5.5,5.5
2018-03-19,5.5,5.5,5.5
2018-03-20,5.5,5.5,5.5
2018-03-21,5.5,5.5,5.5
2018-03-22,5.5,5.5,5.5
2018-03-23,5.5,5.5,5.5
2018-03-24,5.5,5.5,5.5
2018-03-25,5.5,5.5,5.5
2018-03-25,5.5,5.5,5.5
2018-03-26,5.5,5.5,5.5
2018-03-27,5.5,5.5,5.5
2018-03-28,5.5,5.5,5.5
2018-03-29,5.5,5.5,5.5
2018-03-30,5.5,5.5,5.5
2018-03-31,5.5,5.5,5.5
2018-04-01,10,10,10
2018-04-02,17.8,17.8,17.8
2018-04-03,87.7,87.7,87.7
2018-04-04,109.5,109.5,109.5
2018-04-05,62,62,62
2018-04-06,10.6,10.6,10.6
2018-04-07,1.6,1.6,1.6
2018-04-08,1.6,1.6,1.6
2018-04-09,1.6,1.6,1.6
2018-04-10,0.5,0.5,0.5
2018-04-11,1.1,1.1,1.1
2018-04-12,1.1,1.1,1.1
2018-04-13,0.5,0.5,0.5
2018-04-14,0.5,0.5,0.5
2018-04-15,0.5,0.5,0.5
2018-04-16,0.5,0.5,0.5
2018-04-17,20.6,20.6,20.6
2018-04-18,20.1,20.1,20.1
2018-04-19,18.4,18.4,18.4
2018-04-20,17.8,17.8,17.8
2018-04-21,19.5,19.5,19.5
2018-04-22,20.1,20.1,20.1
2018-04-23,16.7,16.7,16.7
2018-04-24,19,19,19
2018-04-25,24,24,24
2018-04-26,45.2,45.2,45.2
2018-04-27,41.9,41.9,41.9
2018-04-28,32.9,32.9,32.9
2018-04-29,25.7,25.7,25.7
2018-04-30,25.1,25.1,25.1
2018-05-01,24,24,24
2018-05-02,50.3,50.3,50.3
2018-05-03,73.7,73.7,73.7
2018-05-04,13.4,13.4,13.4
2018-05-05,19.5,19.5,19.5
2018-05-06,32.4,32.4,32.4
2018-05-07,30.7,30.7,30.7
2018-05-08,24,24,24
2018-05-09,17.3,17.3,17.3
2018-05-10,15,15,15
2018-05-11,77.1,77.1,77.1
2018-05-12,135.8,135.8,135.8
2018-05-13,93.3,93.3,93.3
2018-05-14,84.9,84.9,84.9
2018-05-15,71.5,71.5,71.5
2018-05-16,81.6,81.6,81.6
2018-05-17,164.3,164.3,164.3
2018-05-18,125.2,125.2,125.2
2018-05-19,130.8,130.8,130.8
2018-05-20,98.3,98.3,98.3
2018-05-21,183.3,183.3,183.3
2018-05-22,220.8,220.8,220.8
2018-05-23,230.3,230.3,230.3
2018-05-24,167.1,167.1,167.1
2018-05-25,101.7,101.7,101.7
2018-05-26,160.9,160.9,160.9
2018-05-27,502.7,502.7,502.7
2018-05-28,430.4,430.4,430.4
2018-05-29,297.6,297.6,297.6
2018-05-30,455.7,455.7,455.7
2018-05-31,274,274,274
2018-06-01,413.6,413.6,413.6
2018-06-02,459,459,459
2018-06-03,525.4,525.4,525.4
2018-06-04,464.1,464.1,464.1
2018-06-05,508.6,508.6,508.6
2018-06-06,564.8,564.8,564.8
2018-06-07,644.5,644.5,644.5
2018-06-08,613,613,613
2018-06-08,613,613,613
2018-06-09,576.6,576.6,576.6
2018-06-10,566.7,566.7,566.7
2018-06-11,563.8,563.8,563.8
2018-06-12,445.6,445.6,445.6
2018-06-12,445.6,445.6,445.6
2018-06-13,465.8,465.8,465.8
2018-06-14,,,
2018-06-14,492.7,492.7,492.7
2018-06-15,415.3,415.3,415.3
2018-06-15,,,
2018-06-16,380,380,380
2018-06-16,,,
2018-06-17,346.3,346.3,346.3
2018-06-17,,,
2018-06-18,395.1,395.1,395.1
2018-06-18,,,
2018-06-19,507.6,507.6,507.6
2018-06-19,,,
2018-06-20,470.8,470.8,470.8
2018-06-20,,,
2018-06-21,460.7,460.7,460.7
2018-06-21,,,
2018-06-22,,,
2018-06-22,610.1,610.1,610.1
2018-06-23,654.4,654.4,654.4
2018-06-24,793.8,793.8,793.8
2018-06-25,969.2,969.2,969.2
2018-06-26,1000,1000,1000
2018-06-27,974.7,974.7,974.7
2018-06-28,766.3,766.3,766.3
2018-06-29,817,817,817
2018-06-30,869.9,869.9,869.9
2018-07-01,602.2,602.2,602.2
2018-07-02,615,615,615
2018-07-03,637.6,637.6,637.6
2018-07-04,614,614,614
2018-07-05,602.2,602.2,602.2
2018-07-06,741.1,741.1,741.1
2018-07-07,739.1,739.1,739.1
2018-07-08,720.4,720.4,720.4
2018-07-09,524.4,524.4,524.4
2018-07-10,524.4,524.4,524.4
2018-07-11,533.2,533.2,533.2
2018-07-12,539.1,539.1,539.1
2018-07-13,540.1,540.1,540.1
2018-07-14,539.1,539.1,539.1
2018-07-15,536.2,536.2,536.2
2018-07-16,669.2,669.2,669.2
2018-07-17,739.1,739.1,739.1
2018-07-18,1000,1000,1000
2018-07-19,1000,1000,1000
2018-07-20,1000,1000,1000
2018-07-21,1000,1000,1000
2018-07-22,1000,1000,1000
2018-07-23,1000,1000,1000
2018-07-24,1000,1000,1000
2018-07-25,1000,1000,1000
2018-07-26,1000,1000,1000
2018-07-27,1000,1000,1000
2018-07-28,1000,1000,1000
2018-07-29,1000,1000,1000
2018-07-30,1000,1000,1000
2018-07-31,1000,1000,1000
2018-08-01,81,81,81
2018-08-02,63.7,63.7,63.7
2018-08-03,50.8,50.8,50.8
2018-08-04,49.1,49.1,49.1
2018-08-05,50.3,50.3,50.3
2018-08-06,53.1,53.1,53.1
2018-08-07,44.7,44.7,44.7
2018-08-08,53.1,53.1,53.1
2018-08-09,69.3,69.3,69.3
2018-08-10,87.7,87.7,87.7
2018-08-11,111.8,111.8,111.8
2018-08-12,102.2,102.2,102.2
2018-08-13,96.7,96.7,96.7
2018-08-14,102.8,102.8,102.8
2018-08-15,97.2,97.2,97.2
2018-08-16,91.6,91.6,91.6
2018-08-17,82.1,82.1,82.1
2018-08-18,89.9,89.9,89.9
2018-08-19,98.3,98.3,98.3
2018-08-20,105.6,105.6,105.6
2018-08-21,116.2,116.2,116.2
2018-08-22,161.5,161.5,161.5
2018-08-23,195.6,195.6,195.6
2018-08-24,197.3,197.3,197.3
2018-08-25,257.2,257.2,257.2
2018-08-26,349.7,349.7,349.7
2018-08-27,237,237,237
2018-08-28,351.4,351.4,351.4
2018-08-29,396.8,396.8,396.8
2018-08-30,479.2,479.2,479.2
2018-08-31,513.5,513.5,513.5
2018-09-01,508.6,508.6,508.6
2018-09-02,527.3,527.3,527.3
2018-09-03,599.2,599.2,599.2
2018-09-04,645.5,645.5,645.5
2018-09-05,664.2,664.2,664.2
2018-09-06,617,617,617
2018-09-07,631.7,631.7,631.7
2018-09-08,580.5,580.5,580.5
2018-09-09,546,546,546
2018-09-10,544.1,544.1,544.1
2018-09-11,530.3,530.3,530.3
2018-09-12,516.5,516.5,516.5
2018-09-13,514.5,514.5,514.5
2018-09-14,489.3,489.3,489.3
2018-09-15,522.4,522.4,522.4
2018-09-16,543.1,543.1,543.1
2018-09-17,517.5,517.5,517.5
2018-09-18,508.6,508.6,508.6
2018-09-19,520.4,520.4,520.4
2018-09-20,515.5,515.5,515.5
2018-09-21,447.3,447.3,447.3
2018-09-22,405.2,405.2,405.2
2018-09-23,363.2,363.2,363.2
2018-09-24,391.7,391.7,391.7
2018-09-25,422,422,422
2018-09-26,568.7,568.7,568.7
2018-09-27,518.5,518.5,518.5
2018-09-28,518.5,518.5,518.5
2018-09-29,539.1,539.1,539.1
2018-09-30,526.3,526.3,526.3
2018-10-01,197.3,197.3,197.3
2018-10-02,191.1,191.1,191.1
2018-10-03,172.1,172.1,172.1
2018-10-04,167.7,167.7,167.7
2018-10-05,167.1,167.1,167.1
2018-10-06,163.2,163.2,163.2
2018-10-07,157.6,157.6,157.6
2018-10-08,155.4,155.4,155.4
2018-10-15,38,38,38
2018-10-16,38,38,38
2018-10-19,39.1,39.1,39.1
2018-10-21,60.9,60.9,60.9
2018-10-22,63.7,63.7,63.7
2018-10-26,62.6,62.6,62.6
2018-10-29,34.6,34.6,34.6
2018-11-08,5.5,5.5,5.5
2018-11-17,5.5,5.5,5.5
2018-11-18,5.5,5.5,5.5
2018-11-19,5.5,5.5,5.5
2018-11-20,5.5,5.5,5.5
2018-11-21,5.5,5.5,5.5
2018-11-22,5.5,5.5,5.5
2018-11-23,5.5,5.5,5.5
2018-11-24,5.5,5.5,5.5
2018-11-25,5.5,5.5,5.5
2018-11-26,5.5,5.5,5.5
2018-11-27,5.5,5.5,5.5
2018-11-28,5.5,5.5,5.5
2018-11-29,5.5,5.5,5.5
2018-11-30,5.5,5.5,5.5
2018-12-01,5.5,5.5,5.5
2018-12-02,5.5,5.5,5.5
2018-12-03,5.5,5.5,5.5
2018-12-04,5.5,5.5,5.5
2018-12-05,5.5,5.5,5.5
2018-12-06,5.5,5.5,5.5
2018-12-07,5.5,5.5,5.5
2018-12-08,5.5,5.5,5.5
2018-12-09,5.5,5.5,5.5
2018-12-10,5.5,5.5,5.5
2018-12-11,5.5,5.5,5.5
2018-12-12,5.5,5.5,5.5
2018-12-13,5.5,5.5,5.5
2018-12-14,5.5,5.5,5.5
2018-12-15,5.5,5.5,5.5
2018-12-16,5.5,5.5,5.5
2018-12-17,5.5,5.5,5.5
2018-12-18,5.5,5.5,5.5
2018-12-19,5.5,5.5,5.5
2018-12-20,5.5,5.5,5.5
2018-12-21,5.5,5.5,5.5
2018-12-22,5.5,5.5,5.5
2018-12-23,5.5,5.5,5.5
2018-12-24,5.5,5.5,5.5
2018-12-25,5.5,5.5,5.5
2018-12-26,5.5,5.5,5.5
2018-12-27,5.5,5.5,5.5
2018-12-28,5.5,5.5,5.5
2018-12-29,5.5,5.5,5.5
2018-12-30,5.5,5.5,5.5
2018-12-31,5.5,5.5,5.5
2019-01-01,5.5,5.5,5.5
2019-01-02,5.5,5.5,5.5
2019-01-03,5.5,5.5,5.5
2019-01-04,5.5,5.5,5.5
2019-01-05,5.5,5.5,5.5
2019-01-06,5.5,5.5,5.5
2019-01-07,5.5,5.5,5.5
2019-01-08,5.5,5.5,5.5
2019-01-09,5.5,5.5,5.5
2019-01-10,5.5,5.5,5.5
2019-01-11,5.5,5.5,5.5
2019-01-12,5.5,5.5,5.5
2019-01-13,5.5,5.5,5.5
2019-01-14,5.5,5.5,5.5
2019-01-15,5.5,5.5,5.5
2019-01-16,5.5,5.5,5.5
2019-01-17,5.5,5.5,5.5
2019-01-18,5.5,5.5,5.5
2019-01-19,5.5,5.5,5.5
2019-01-20,5.5,5.5,5.5
2019-01-21,5.5,5.5,5.5
2019-01-22,5.5,5.5,5.5
2019-01-23,5.5,5.5,5.5
2019-01-24,5.5,5.5,5.5
2019-01-25,5.5,5.5,5.5
2019-01-26,5.5,5.5,5.5
2019-01-27,5.5,5.5,5.5
2019-01-28,5.5,5.5,5.5
2019-01-29,5.5,5.5,5.5
2019-01-30,5.5,5.5,5.5
2019-01-31,5.5,5.5,5.5
2019-02-01,5.5,5.5,5.5
2019-02-02,5.5,5.5,5.5
2019-02-03,5.5,5.5,5.5
2019-02-04,5.5,5.5,5.5
2019-02-05,5.5,5.5,5.5
2019-02-06,5.5,5.5,5.5
2019-02-07,5.5,5.5,5.5
2019-02-08,5.5,5.5,5.5
2019-02-09,5.5,5.5,5.5
2019-02-10,5.5,5.5,5.5
2019-02-11,5.5,5.5,5.5
2019-02-12,5.5,5.5,5.5
2019-02-13,5.5,5.5,5.5
2019-02-14,5.5,5.5,5.5
2019-02-15,5.5,5.5,5.5
2019-02-16,5.5,5.5,5.5
2019-02-17,5.5,5.5,5.5
2019-02-18,5.5,5.5,5.5
2019-02-19,5.5,5.5,5.5
2019-02-20,5.5,5.5,5.5
2019-02-21,5.5,5.5,5.5
2019-02-22,5.5,5.5,5.5
2019-02-23,5.5,5.5,5.5
2019-02-24,5.5,5.5,5.5
2019-02-25,5.5,5.5,5.5
2019-02-26,5.5,5.5,5.5
2019-02-27,5.5,5.5,5.5
2019-02-28,5.5,5.5,5.5
2019-03-01,5.5,5.5,5.5
2019-03-02,5.5,5.5,5.5
2019-03-03,5.5,5.5,5.5
2019-03-04,5.5,5.5,5.5
2019-03-05,5.5,5.5,5.5
2019-03-06,5.5,5.5,5.5
2019-03-07,5.5,5.5,5.5
2019-03-08,5.5,5.5,5.5
2019-03-09,5.5,5.5,5.5
2019-03-10,5.5,5.5,5.5
2019-03-11,5.5,5.5,5.5
2019-03-12,5.5,5.5,5.5
2019-03-13,5.5,5.5,5.5
2019-03-14,5.5,5.5,5.5
2019-03-15,5.5,5.5,5.5
2019-03-16,5.5,5.5,5.5
2019-03-17,5.5,5.5,5.5
2019-03-18,5.5,5.5,5.5
2019-03-19,5.5,5.5,5.5
2019-03-20,5.5,5.5,5.5
2019-03-21,5.5,5.5,5.5
2019-03-22,5.5,5.5,5.5
2019-03-23,5.5,5.5,5.5
2019-03-24,5.5,5.5,5.5
2019-03-25,5.5,5.5,5.5
2019-03-26,5.5,5.5,5.5
2019-03-27,5.5,5.5,5.5
2019-03-28,5.5,5.5,5.5
2019-03-29,5.5,5.5,5.5
2019-03-30,5.5,5.5,5.5
2019-03-31,5.5,5.5,5.5
2019-04-01,6.7,6.7,6.7
2019-04-02,1.6,1.6,1.6
2019-04-03,2.2,2.2,2.2
2019-04-04,2.7,2.7,2.7
2019-04-05,2.7,2.7,2.7
2019-04-06,2.2,2.2,2.2
2019-04-07,1.6,1.6,1.6
2019-04-08,1.1,1.1,1.1
2019-04-09,2.7,2.7,2.7
2019-04-10,3.3,3.3,3.3
2019-04-11,8.3,8.3,8.3
2019-04-12,14.5,14.5,14.5
2019-04-13,15.6,15.6,15.6
2019-04-14,13.9,13.9,13.9
2019-04-15,13.4,13.4,13.4
2019-04-16,12.8,12.8,12.8
2019-04-17,12.8,12.8,12.8
2019-04-18,12.8,12.8,12.8
2019-04-19,10.6,10.6,10.6
2019-04-20,9.5,9.5,9.5
2019-04-21,10,10,10
2019-04-22,11.7,11.7,11.7
2019-04-23,0,0,0
2019-04-24,0,0,0
2019-04-25,0,0,0
2019-04-26,0,0,0
2019-04-27,0,0,0
2019-04-28,0,0,0
2019-04-29,0,0,0
2019-04-30,16.2,16.2,16.2
2019-05-01,2.2,2.2,2.2
2019-05-02,1.1,1.1,1.1
2019-05-03,1.6,1.6,1.6
2019-05-04,6.7,6.7,6.7
2019-05-05,72.1,72.1,72.1
2019-05-06,107.8,107.8,107.8
2019-05-07,116.2,116.2,116.2
2019-05-08,107.3,107.3,107.3
2019-05-09,158.1,158.1,158.1
2019-05-10,141.9,141.9,141.9
2019-05-11,126.8,126.8,126.8
2019-05-12,123.5,123.5,123.5
2019-05-13,118.5,118.5,118.5
2019-05-14,128.5,128.5,128.5
2019-05-15,192.8,192.8,192.8
2019-05-16,400.2,400.2,400.2
2019-05-17,349.7,349.7,349.7
2019-05-18,487.6,487.6,487.6
2019-05-19,265.6,265.6,265.6
2019-05-20,255.5,255.5,255.5
2019-05-21,294.2,294.2,294.2
2019-05-22,227.5,227.5,227.5
2019-05-23,643.6,643.6,643.6
2019-05-24,646.5,646.5,646.5
2019-05-25,528.3,528.3,528.3
2019-05-26,279.1,279.1,279.1
2019-05-27,210.1,210.1,210.1
2019-05-28,216.8,216.8,216.8
2019-05-29,221.3,221.3,221.3
2019-05-30,364.8,364.8,364.8
2019-05-31,672.1,672.1,672.1
2019-06-01,571.6,571.6,571.6
2019-06-02,595.3,595.3,595.3
2019-06-03,637.6,637.6,637.6
2019-06-04,585.4,585.4,585.4
2019-06-05,513.5,513.5,513.5
2019-06-06,435.5,435.5,435.5
2019-06-07,400.2,400.2,400.2
2019-06-08,366.5,366.5,366.5
2019-06-09,438.8,438.8,438.8
2019-06-10,472.5,472.5,472.5
2019-06-11,406.9,406.9,406.9
2019-06-12,341.3,341.3,341.3
2019-06-13,464.1,464.1,464.1
2019-06-14,448.9,448.9,448.9
2019-06-15,401.8,401.8,401.8
2019-06-16,373.2,373.2,373.2
2019-06-17,596.3,596.3,596.3
2019-06-18,418.7,418.7,418.7
2019-06-19,457.3,457.3,457.3
2019-06-27,850.1,850.1,850.1
2019-06-28,993.5,993.5,993.5
2019-06-29,1000,1000,1000
2019-06-30,1000,1000,1000
2019-07-01,713.5,713.5,713.5
2019-07-02,707.6,707.6,707.6
2019-07-03,716.4,716.4,716.4
2019-07-04,713.5,713.5,713.5
2019-07-05,713.5,713.5,713.5
2019-07-06,716.4,716.4,716.4
2019-07-07,778.4,778.4,778.4
2019-07-08,808.2,808.2,808.2
2019-07-09,808.2,808.2,808.2
2019-07-10,779.5,779.5,779.5
2019-07-11,731.2,731.2,731.2
2019-07-12,713.5,713.5,713.5
2019-07-13,726.3,726.3,726.3
2019-07-14,691.8,691.8,691.8
2019-07-15,701.7,701.7,701.7
2019-07-16,704.6,704.6,704.6
2019-07-17,705.6,705.6,705.6
2019-07-18,716.4,716.4,716.4
2019-07-19,765.2,765.2,765.2
2019-07-20,872.2,872.2,872.2
2019-07-21,906.3,906.3,906.3
2019-07-22,903,903,903
2019-07-23,943.8,943.8,943.8
2019-07-24,1000,1000,1000
2019-07-25,1000,1000,1000
2019-07-26,1000,1000,1000
2019-07-27,964.8,964.8,964.8
2019-07-28,976.9,976.9,976.9
2019-07-29,990.2,990.2,990.2
2019-07-30,1000,1000,1000
2019-07-31,994.6,994.6,994.6
2019-08-01,568.7,568.7,568.7
2019-08-02,592.3,592.3,592.3
2019-08-03,433.8,433.8,433.8
2019-08-04,0,0,0
2019-08-05,0,0,0
2019-08-06,0,0,0
2019-08-07,0,0,0
2019-08-08,0,0,0
2019-08-09,0,0,0
2019-08-10,0,0,0
2019-08-11,138.6,138.6,138.6
2019-08-12,131.3,131.3,131.3
2019-08-13,179.4,179.4,179.4
2019-08-14,179.4,179.4,179.4
2019-08-15,155.4,155.4,155.4
2019-08-16,201.2,201.2,201.2
2019-08-17,231.9,231.9,231.9
2019-08-18,253.8,253.8,253.8
2019-08-19,344.6,344.6,344.6
2019-08-20,252.1,252.1,252.1
2019-08-21,300.9,300.9,300.9
2019-08-22,381.7,381.7,381.7
2019-08-23,378.3,378.3,378.3
2019-08-24,380,380,380
2019-08-25,422,422,422
2019-08-26,331.2,331.2,331.2
2019-08-27,316.1,316.1,316.1
2019-08-28,363.2,363.2,363.2
2019-08-29,400.2,400.2,400.2
2019-08-30,465.8,465.8,465.8
2019-08-31,440.5,440.5,440.5
2019-09-01,623.9,623.9,623.9
2019-09-02,623.9,623.9,623.9
2019-09-03,598.2,598.2,598.2
2019-09-04,588.4,588.4,588.4
2019-09-05,555.9,555.9,555.9
2019-09-06,557.9,557.9,557.9
2019-09-07,574.6,574.6,574.6
2019-09-08,588.4,588.4,588.4
2019-09-09,519.4,519.4,519.4
2019-09-10,585.4,585.4,585.4
2019-09-11,615,615,615
2019-09-12,605.1,605.1,605.1
2019-09-13,529.3,529.3,529.3
2019-09-14,553.9,553.9,553.9
2019-09-15,545.1,545.1,545.1
2019-09-16,549,549,549
2019-09-17,551,551,551
2019-09-18,522.4,522.4,522.4
2019-09-19,539.1,539.1,539.1
2019-09-20,592.3,592.3,592.3
2019-09-21,535.2,535.2,535.2
2019-09-22,489.3,489.3,489.3
2019-09-23,438.8,438.8,438.8
2019-09-24,408.6,408.6,408.6
2019-09-25,361.5,361.5,361.5
2019-09-26,374.9,374.9,374.9
2019-09-27,406.9,406.9,406.9
2019-09-28,472.5,472.5,472.5
2019-09-29,525.4,525.4,525.4
2019-09-30,559.8,559.8,559.8
2019-10-01,748,748,748
2019-10-02,798.3,798.3,798.3
2019-10-03,874.4,874.4,874.4
2019-10-04,929.5,929.5,929.5
2019-10-05,930.6,930.6,930.6
2019-10-06,738.1,738.1,738.1
2019-10-07,581.5,581.5,581.5
2019-10-08,417,417,417
2019-10-09,191.7,191.7,191.7
2019-10-10,100,100,100
2019-10-11,91.1,91.1,91.1
2019-10-12,88.3,88.3,88.3
2019-10-13,87.2,87.2,87.2
2019-10-14,84.9,84.9,84.9
2019-10-15,84.9,84.9,84.9
2019-10-16,84.4,84.4,84.4
2019-10-17,111.2,111.2,111.2
2019-10-18,112.9,112.9,112.9
2019-10-19,110.1,110.1,110.1
2019-10-20,108.4,108.4,108.4
2019-10-21,106.7,106.7,106.7
2019-10-22,110.1,110.1,110.1
2019-10-23,120.7,120.7,120.7
2019-10-24,173.2,173.2,173.2
2019-10-25,178.8,178.8,178.8
2019-10-26,179.9,179.9,179.9
2019-10-27,72.1,72.1,72.1
2019-10-28,39.1,39.1,39.1
2019-10-29,38.5,38.5,38.5
2019-10-30,36.3,36.3,36.3
2019-10-31,34,34,34
2019-11-01,5.5,5.5,5.5
2019-11-02,5.5,5.5,5.5
2019-11-03,5.5,5.5,5.5
2019-11-04,5.5,5.5,5.5
2019-11-05,5.5,5.5,5.5
2019-11-06,5.5,5.5,5.5
2019-11-07,5.5,5.5,5.5
2019-11-08,5.5,5.5,5.5
2019-11-09,5.5,5.5,5.5
2019-11-10,5.5,5.5,5.5
2019-11-11,5.5,5.5,5.5
2019-11-12,5.5,5.5,5.5
2019-11-13,5.5,5.5,5.5
2019-11-14,5.5,5.5,5.5
2019-11-15,5.5,5.5,5.5
2019-11-16,5.5,5.5,5.5
2019-11-17,5.5,5.5,5.5
2019-11-18,5.5,5.5,5.5
2019-11-19,5.5,5.5,5.5
2019-11-20,5.5,5.5,5.5
2019-11-21,5.5,5.5,5.5
2019-11-22,5.5,5.5,5.5
2019-11-23,5.5,5.5,5.5
2019-11-24,5.5,5.5,5.5
2019-11-25,5.5,5.5,5.5
2019-11-26,5.5,5.5,5.5
2019-11-27,5.5,5.5,5.5
2019-11-28,5.5,5.5,5.5
2019-11-29,5.5,5.5,5.5
2019-11-30,5.5,5.5,5.5
2019-12-01,5.5,5.5,5.5
2019-12-02,5.5,5.5,5.5
2019-12-03,5.5,5.5,5.5
2019-12-04,5.5,5.5,5.5
2019-12-05,5.5,5.5,5.5
2019-12-06,5.5,5.5,5.5
2019-12-07,5.5,5.5,5.5
2019-12-08,5.5,5.5,5.5
2019-12-09,5.5,5.5,5.5
2019-12-10,5.5,5.5,5.5
2019-12-11,5.5,5.5,5.5
2019-12-12,5.5,5.5,5.5
2019-12-13,5.5,5.5,5.5
2019-12-14,5.5,5.5,5.5
2019-12-15,5.5,5.5,5.5
2019-12-16,5.5,5.5,5.5
2019-12-17,5.5,5.5,5.5
2019-12-18,5.5,5.5,5.5
2019-12-19,5.5,5.5,5.5
2019-12-20,5.5,5.5,5.5
2019-12-21,5.5,5.5,5.5
2019-12-22,5.5,5.5,5.5
2019-12-23,5.5,5.5,5.5
2019-12-24,5.5,5.5,5.5
2019-12-25,5.5,5.5,5.5
2019-12-25,5.5,5.5,5.5
2019-12-26,5.5,5.5,5.5
2019-12-27,5.5,5.5,5.5
2019-12-28,5.5,5.5,5.5
2019-12-29,5.5,5.5,5.5
2019-12-30,5.5,5.5,5.5
2019-12-31,5.5,5.5,5.5
2020-01-01,5.5,5.5,5.5
2020-01-02,5.5,5.5,5.5
2020-01-03,5.5,5.5,5.5
2020-01-04,5.5,5.5,5.5
2020-01-05,5.5,5.5,5.5
2020-01-06,5.5,5.5,5.5
2020-01-07,5.5,5.5,5.5
2020-01-08,5.5,5.5,5.5
2020-01-09,5.5,5.5,5.5
2020-01-10,5.5,5.5,5.5
2020-01-11,5.5,5.5,5.5
2020-01-12,5.5,5.5,5.5
2020-01-13,5.5,5.5,5.5
2020-01-14,5.5,5.5,5.5
2020-01-15,5.5,5.5,5.5
2020-01-16,5.5,5.5,5.5
2020-01-17,5.5,5.5,5.5
2020-01-18,5.5,5.5,5.5
2020-01-19,5.5,5.5,5.5
2020-01-20,5.5,5.5,5.5
2020-01-21,5.5,5.5,5.5
2020-01-22,5.5,5.5,5.5
2020-01-23,5.5,5.5,5.5
2020-01-24,5.5,5.5,5.5
2020-01-25,5.5,5.5,5.5
2020-01-26,5.5,5.5,5.5
2020-01-27,5.5,5.5,5.5
2020-01-28,5.5,5.5,5.5
2020-01-29,5.5,5.5,5.5
2020-01-30,5.5,5.5,5.5
2020-01-31,5.5,5.5,5.5
2020-02-01,5.5,5.5,5.5
2020-02-02,5.5,5.5,5.5
2020-02-03,5.5,5.5,5.5
2020-02-04,5.5,5.5,5.5
2020-02-05,5.5,5.5,5.5
2020-02-06,5.5,5.5,5.5
2020-02-07,5.5,5.5,5.5
2020-02-08,5.5,5.5,5.5
2020-02-09,5.5,5.5,5.5
2020-02-10,5.5,5.5,5.5
2020-02-11,5.5,5.5,5.5
2020-02-12,5.5,5.5,5.5
2020-02-13,5.5,5.5,5.5
2020-02-14,5.5,5.5,5.5
2020-02-15,5.5,5.5,5.5
2020-02-16,5.5,5.5,5.5
2020-02-17,,,
2020-02-17,60.4,25,36.1
2020-02-17,60.4,25,36.1
2020-02-18,33.7,14,20.1
2020-02-18,33.7,14,20.1
2020-02-19,26.7,11,15.9
2020-02-19,26.7,11,15.9
2020-02-20,36.3,15,21.6
2020-02-20,36.3,15,21.6
2020-02-21,36.3,15,21.6
2020-02-21,36.3,15,21.6
2020-02-22,36.3,15,21.6
2020-02-22,36.3,15,21.6
2020-02-23,36.3,15,21.6
2020-02-23,36.3,15,21.6
2020-02-24,36.3,15,21.6
2020-02-24,36.3,15,21.6
2020-02-25,36.3,15,21.6
2020-02-25,36.3,15,21.6
2020-02-26,36.3,15,21.6
2020-02-26,36.3,15,21.6
2020-02-27,36.3,15,21.6
2020-02-27,36.3,15,21.6
2020-02-28,36.3,15,21.6
2020-02-28,36.3,15,21.6
2020-02-29,36.3,15,21.6
2020-02-29,36.3,15,21.6
2020-03-01,36.3,15,21.6
