날짜,모기지수(수변부),모기지수(주거지),모기지수(공원)
2020-03-01,36.3,15,21.6
2020-03-02,36.3,15,21.6
2020-03-02,36.3,15,21.6
2020-03-03,36.3,15,21.6
2020-03-03,36.3,15,21.6
2020-03-04,36.5,15.1,21.8
2020-03-04,36.5,15.1,21.8
2020-03-05,36.3,15,21.6
2020-03-05,36.3,15,21.6
2020-03-06,36.3,15,21.6
2020-03-06,36.3,15,21.6
2020-03-07,36.3,15,21.7
2020-03-07,36.3,15,21.7
2020-03-08,36.7,15.2,21.9
2020-03-08,36.7,15.2,21.9
2020-03-09,36.3,15,21.7
2020-03-09,36.3,15,21.7
2020-03-10,36.3,15,21.6
2020-03-10,36.3,15,21.6
2020-03-11,36.3,15,21.6
2020-03-11,36.3,15,21.6
2020-03-12,36.3,15,21.6
2020-03-12,36.3,15,21.6
2020-03-13,36.3,15,21.6
2020-03-13,36.3,15,21.6
2020-03-14,36.3,15,21.6
2020-03-14,36.3,15,21.6
2020-03-15,36.3,15,21.6
2020-03-15,36.3,15,21.6
2020-03-16,36.3,15,21.6
2020-03-16,36.3,15,21.6
2020-03-17,36.3,15,21.6
2020-03-17,36.3,15,21.6
2020-03-18,36.3,15,21.6
2020-03-18,36.3,15,21.6
2020-03-19,36.3,15,21.6
2020-03-19,36.3,15,21.6
2020-03-20,36.3,15,21.6
2020-03-20,36.3,15,21.6
2020-03-21,36.3,15,21.6
2020-03-21,36.3,15,21.6
2020-03-22,36.3,15,21.6
2020-03-22,36.3,15,21.6
2020-03-23,36.3,15,21.6
2020-03-23,36.3,15,21.6
2020-03-24,36.3,15,21.6
2020-03-24,36.3,15,21.6
2020-03-25,36.3,15,21.6
2020-03-25,36.3,15,21.6
2020-03-26,36.3,15,21.6
2020-03-26,36.3,15,21.6
2020-03-27,36.3,15,21.6
2020-03-27,36.3,15,21.6
2020-03-28,36.3,15,21.6
2020-03-28,36.3,15,21.6
2020-03-29,36.3,15,21.6
2020-03-29,36.3,15,21.6
2020-03-30,36.3,15,21.6
2020-03-30,36.3,15,21.6
2020-03-31,36.3,15,21.6
2020-03-31,36.3,15,21.6
2020-04-01,36.3,15,21.6
2020-04-01,36.3,15,21.6
2020-04-02,36.3,15,21.6
2020-04-02,36.3,15,21.6
2020-04-03,36.3,15,21.6
2020-04-03,36.3,15,21.6
2020-04-04,36.3,15,21.6
2020-04-04,36.3,15,21.6
2020-04-05,36.3,15,21.6
2020-04-05,36.3,15,21.6
2020-04-06,36.3,15,21.6
2020-04-06,36.3,15,21.6
2020-04-07,36.3,15,21.6
2020-04-07,36.3,15,21.6
2020-04-08,36.3,15,21.6
2020-04-08,36.3,15,21.6
2020-04-09,36.3,15,21.6
2020-04-09,36.3,15,21.6
2020-04-10,36.3,15,21.6
2020-04-10,36.3,15,21.6
2020-04-11,36.3,15,21.6
2020-04-11,36.3,15,21.6
2020-04-12,36.3,15,21.6
2020-04-12,36.3,15,21.6
2020-04-13,36.3,15,21.6
2020-04-13,36.3,15,21.6
2020-04-14,36.3,15,21.6
2020-04-14,36.3,15,21.6
2020-04-15,36.3,15,21.6
2020-04-15,36.3,15,21.6
2020-04-16,36.3,15,21.6
2020-04-16,36.3,15,21.6
2020-04-17,36.3,15,21.6
2020-04-17,36.3,15,21.6
2020-04-18,36.3,15,21.6
2020-04-18,36.3,15,21.6
2020-04-19,36.3,15,21.6
2020-04-19,36.3,15,21.6
2020-04-20,36.3,15,21.6
2020-04-20,36.3,15,21.6
2020-04-21,36.3,15,21.6
2020-04-21,36.3,15,21.6
2020-04-22,36.3,15,21.6
2020-04-22,36.3,15,21.6
2020-04-23,36.3,15,21.6
2020-04-23,36.3,15,21.6
2020-04-24,36.3,15,21.6
2020-04-24,36.3,15,21.6
2020-04-25,36.3,15,21.6
2020-04-25,54.7,22.7,32.7
2020-04-26,36.3,15,21.6
2020-04-26,60.7,25.1,36.2
2020-04-27,71.7,29.7,42.8
2020-04-27,36.3,15,21.6
2020-04-28,68.8,28.5,41.1
2020-04-28,68.8,28.5,41.1
2020-04-29,36.3,15,21.6
2020-04-30,74.7,31,44.6
2020-05-01,78.7,32.6,47
2020-05-02,88.3,36.6,52.7
2020-05-03,103.7,43,62
2020-05-04,104.3,43.2,62.3
2020-05-05,112.7,46.7,67.3
2020-05-06,103.7,43,62
2020-05-07,36.3,15,21.6
2020-05-08,99.5,41.2,59.4
2020-05-09,106.5,44.1,63.6
2020-05-10,102.1,42.3,61
2020-05-11,75.9,31.5,45.3
2020-05-12,76.7,31.8,45.8
2020-05-13,85.6,35.5,51.1
2020-05-14,36.3,15,21.6
2020-05-15,83.8,34.7,50.1
2020-05-16,99,41,59.1
2020-05-17,83.8,34.7,50.1
2020-05-18,86.5,35.8,51.6
2020-05-19,98,40.6,58.5
2020-05-20,98,40.6,58.5
2020-05-21,71.3,29.6,42.6
2020-05-22,76.7,31.8,45.8
2020-05-23,89.7,37.2,53.6
2020-05-24,95,39.4,56.7
2020-05-25,103.2,42.8,61.6
2020-05-26,88.3,36.6,52.7
2020-05-27,86,35.7,51.4
2020-05-28,84.3,34.9,50.3
2020-05-29,89.9,37.3,53.7
2020-05-30,98.3,40.8,58.7
2020-05-31,106.6,44.2,63.7
2020-06-01,117.9,48.9,70.4
2020-06-02,109.4,45.3,65.3
2020-06-03,101.1,41.9,60.4
2020-06-04,92,38.1,55
2020-06-05,115.3,47.8,68.9
2020-06-06,113.6,47.1,67.9
2020-06-07,120,49.7,71.7
2020-06-08,134.4,55.7,80.3
2020-06-09,120.4,49.9,71.9
2020-06-10,133.2,55.2,79.5
2020-06-11,145.5,60.3,86.9
2020-06-12,138.8,57.6,82.9
2020-06-13,141,58.5,84.2
2020-06-14,133,55.1,79.5
2020-06-15,147,60.9,87.8
2020-06-16,126.6,52.5,75.6
2020-06-17,120,49.7,71.7
2020-06-18,129.1,53.5,77.1
2020-06-19,128.4,53.2,76.7
2020-06-20,122.5,50.8,73.2
2020-06-21,131.2,54.4,78.4
2020-06-22,132.5,54.9,79.2
2020-06-23,141.3,58.6,84.4
2020-06-24,160.6,66.6,95.9
2020-06-25,150.1,62.2,89.7
2020-06-26,115.7,48,69.1
2020-06-27,111.6,46.3,66.6
2020-06-28,112.7,46.7,67.3
2020-06-29,127.1,52.7,75.9
2020-06-30,134.6,55.8,80.4
2020-07-01,125.9,52.2,75.2
2020-07-02,103.2,42.8,61.6
2020-07-03,108.7,45.1,64.9
2020-07-04,127.7,53,76.3
2020-07-05,36.3,15,21.7
2020-07-06,127.7,53,76.3
2020-07-07,125.1,51.9,74.7
2020-07-08,137.4,57,82.1
2020-07-09,127.1,52.7,75.9
2020-07-10,136.7,56.7,81.7
2020-07-11,151.7,62.9,90.6
2020-07-12,129.8,53.8,77.5
2020-07-13,138.8,57.6,82.9
2020-07-14,123.2,51.1,73.6
2020-07-15,37.6,15.6,22.5
2020-07-16,105.7,43.8,63.1
2020-07-17,122.8,50.9,73.3
2020-07-18,133.2,55.2,79.5
2020-07-19,140.3,58.2,83.8
2020-07-20,142.7,59.2,85.2
2020-07-21,134.9,55.9,80.6
2020-07-22,125.1,51.9,74.7
2020-07-23,133.2,55.2,79.5
2020-07-24,124.5,51.6,74.4
2020-07-25,108.9,45.1,65
2020-07-26,116.9,48.5,69.8
2020-07-27,128.4,53.2,76.7
2020-07-28,136,56.4,81.2
2020-07-29,128.4,53.2,76.7
2020-07-30,129.1,53.5,77.1
2020-07-31,124.7,51.7,74.5
2020-08-01,135.3,56.1,80.8
2020-08-02,142.2,58.9,84.9
2020-08-03,141.9,58.8,84.7
2020-08-04,134,55.6,80.1
2020-08-05,133.2,55.2,79.5
2020-08-06,147.8,61.3,88.3
2020-08-07,144,59.7,86
2020-08-08,127.1,52.7,75.9
2020-08-09,132.2,54.8,79
2020-08-10,128.2,53.1,76.6
2020-08-11,132.5,54.9,79.1
2020-08-12,145.6,60.4,87
2020-08-13,144.6,59.9,86.4
2020-08-14,149.7,62.1,89.5
2020-08-15,155.7,64.5,93
2020-08-16,148.5,61.6,88.7
2020-08-17,141.3,58.6,84.4
2020-08-18,150.9,62.6,90.2
2020-08-19,165.4,68.6,98.8
2020-08-20,151.7,62.9,90.6
2020-08-21,148.8,61.7,88.9
2020-08-22,159.4,66.1,95.2
2020-08-23,149.3,61.9,89.2
2020-08-24,142.3,59,85
2020-08-25,135.8,56.3,81.1
2020-08-26,156.9,65.1,93.7
2020-08-27,185.3,76.8,110.7
2020-08-28,174.5,72.4,104.3
2020-08-29,151.4,62.8,90.4
2020-08-30,157.8,65.4,94.3
2020-08-31,152.9,63.4,91.3
2020-09-01,161.1,66.8,96.3
2020-09-02,143.2,59.4,85.6
2020-09-03,144.7,60,86.5
2020-09-04,128.5,53.3,76.7
2020-09-05,126.6,52.5,75.6
2020-09-06,121.9,50.5,72.8
2020-09-07,121.9,50.5,72.8
2020-09-08,112.2,46.5,67
2020-09-09,98.5,40.8,58.8
2020-09-10,122.5,50.8,73.2
2020-09-11,109,45.2,65.1
2020-09-12,123.9,51.4,74
2020-09-13,116.3,48.2,69.5
2020-09-14,103.7,43,62
2020-09-14,103.7,43,62
2020-09-15,111,46,66.3
2020-09-16,109.9,45.6,65.7
2020-09-17,121.1,50.2,72.3
2020-09-18,118.5,49.1,70.8
2020-09-19,111.4,46.2,66.5
2020-09-20,115.8,48,69.2
2020-09-21,109.3,45.3,65.3
2020-09-22,101.1,41.9,60.4
2020-09-22,101.1,41.9,60.4
2020-09-23,101.3,42,60.5
2020-09-24,106.9,44.3,63.8
2020-09-25,98.5,40.8,58.8
2020-09-26,105.9,43.9,63.3
2020-09-27,103.9,43.1,62
2020-09-28,105.2,43.6,62.9
2020-09-29,104.8,43.5,62.6
2020-09-30,106.6,44.2,63.7
2020-10-01,100.9,41.8,60.3
2020-10-02,100.7,41.7,60.1
2020-10-03,97,40.2,57.9
2020-10-04,98.5,40.8,58.8
2020-10-05,102.1,42.3,61
2020-10-06,86,35.7,51.4
2020-10-07,72.5,30,43.3
2020-10-08,36.3,15,21.6
2020-10-09,36.3,15,21.6
2020-10-10,36.3,15,21.6
2020-10-11,36.3,15,21.6
2020-10-12,36.3,15,21.6
2020-10-13,36.3,15,21.6
2020-10-14,36.3,15,21.6
2020-10-15,36.3,15,21.6
2020-10-16,36.3,15,21.6
2020-10-17,36.3,15,21.6
2020-10-18,36.3,15,21.6
2020-10-19,36.3,15,21.6
2020-10-20,36.3,15,21.6
2020-10-21,37.7,15.6,22.5
2020-10-22,36.3,15,21.6
2020-10-23,36.3,15,21.6
2020-10-24,36.3,15,21.6
2020-10-25,36.3,15,21.6
2020-10-26,36.3,15,21.6
2020-10-27,36.3,15,21.6
2020-10-28,36.3,15,21.6
2020-10-29,36.3,15,21.6
2020-10-30,36.3,15,21.6
2020-10-31,36.3,15,21.6
2020-11-01,36.3,15,21.6
2020-11-02,36.3,15,21.6
2020-11-03,36.3,15,21.6
2020-11-04,36.3,15,21.6
2020-11-04,36.3,15,21.6
2020-11-05,36.3,15,21.6
2020-11-06,36.3,15,21.6
2020-11-07,36.3,15,21.6
2020-11-08,36.3,15,21.6
2020-11-09,36.3,15,21.6
2020-11-10,36.3,15,21.6
2020-11-11,36.3,15,21.6
2020-11-12,36.3,15,21.6
2020-11-13,36.3,15,21.6
2020-11-14,36.3,15,21.6
2020-11-15,36.3,15,21.6
2020-11-16,36.3,15,21.6
2020-11-17,36.3,15,21.6
2020-11-18,36.3,15,21.6
2020-11-19,36.3,15,21.6
2020-11-20,36.3,15,21.6
2020-11-21,36.3,15,21.6
2020-11-22,36.3,15,21.6
2020-11-23,36.3,15,21.6
2020-11-23,36.3,15,21.6
2020-11-24,36.3,15,21.6
2020-11-25,36.3,15,21.6
2020-11-26,36.3,15,21.6
2020-11-27,36.3,15,21.6
2020-11-28,36.3,15,21.6
2020-11-29,36.3,15,21.6
2020-11-30,36.3,15,21.6
2020-12-01,36.3,15,21.6
2020-12-02,36.3,15,21.6
2020-12-03,36.3,15,21.6
2020-12-04,36.3,15,21.6
2020-12-05,36.3,15,21.6
2020-12-06,36.3,15,21.6
2020-12-07,36.3,15,21.6
2020-12-08,36.3,15,21.6
2020-12-09,36.3,15,21.6
2020-12-10,36.3,15,21.6
2020-12-11,36.3,15,21.6
2020-12-12,36.3,15,21.6
2020-12-13,36.3,15,21.6
2020-12-14,36.3,15,21.6
2020-12-14,36.3,15,21.6
2020-12-15,36.3,15,21.6
2020-12-16,36.3,15,21.6
2020-12-17,36.3,15,21.6
2020-12-18,36.3,15,21.6
2020-12-19,36.3,15,21.6
2020-12-20,36.3,15,21.6
2020-12-21,36.3,15,21.6
2020-12-22,36.3,15,21.6
2020-12-22,36.3,15,21.6
2020-12-23,36.3,15,21.6
2020-12-24,36.3,15,21.6
2020-12-25,36.3,15,21.6
2020-12-26,36.3,15,21.6
2020-12-27,36.3,15,21.6
2020-12-28,36.3,15,21.6
2020-12-29,36.3,15,21.6
2020-12-30,36.3,15,21.6
2020-12-31,36.3,15,21.6
2021-01-01,36.3,15,21.6
2021-01-02,36.3,15,21.6
2021-01-03,36.3,15,21.6
2021-01-04,36.3,15,21.6
2021-01-05,36.3,15,21.6
2021-01-06,36.3,15,21.6
2021-01-07,36.3,15,21.6
2021-01-08,36.3,15,21.6
2021-01-09,36.3,15,21.6
2021-01-10,36.3,15,21.6
2021-01-11,36.3,15,21.6
2021-01-12,36.3,15,21.6
2021-01-13,36.3,15,21.6
2021-01-14,29.6,12.2,17.7
2021-01-15,40.2,16.7,24
2021-01-16,39.6,16.4,23.6
2021-01-17,45.8,19,27.4
2021-01-18,28.1,11.6,16.8
2021-01-19,27.2,11.3,16.2
2021-01-20,29.7,12.3,17.8
2021-01-21,26.1,10.8,15.6
2021-01-22,36.1,14.9,21.5
2021-01-23,45.8,19,27.4
2021-01-24,48.3,20,28.8
2021-01-25,53.9,22.3,32.2
2021-01-26,53,22,31.7
2021-01-27,54.7,22.7,32.7
2021-01-28,21.5,9.8,0
2021-01-29,2.1,0,0
2021-01-29,2.1,-1.2,-24.3
2021-01-30,0,0,0
2021-01-31,0,0,0
2021-02-01,0,0,0
2021-02-02,0,1.3,0
2021-02-03,0,6.5,0
2021-02-04,0,0,0
2021-02-05,0,0,0
2021-02-06,0,0,0
2021-02-06,0,0,0
2021-02-07,0,0,0
2021-02-08,36,12.5,0
2021-02-09,0,3.8,0
2021-02-10,0,0,0
2021-02-11,0,0,0
2021-02-12,3.8,3.6,0
2021-02-13,19.3,6.6,0
2021-02-14,15.4,6.5,0
2021-02-15,17.7,8.1,0
2021-02-16,47.6,16.8,5.8
2021-02-17,0,0,0
2021-02-18,0,0,0
2021-02-19,12.1,0,0
2021-02-20,0,0,0
2021-02-21,0,0,0
2021-02-22,42.6,13.2,3.4
2021-02-23,38.2,17.2,1.8
2021-02-24,14.3,12.4,0
2021-02-25,0,0,0
2021-02-26,0,0,0
2021-02-27,16,5.2,0
2021-02-28,14.9,10.2,0
2021-03-01,36,14.1,0
2021-03-02,29.9,14.4,0
2021-03-02,29.9,14.4,0
2021-03-03,14.9,6,0
2021-03-04,13.2,0.3,0
2021-03-05,5.4,4,0
2021-03-06,26,10,0
2021-03-07,28.8,12.5,0
2021-03-08,29.9,9.5,0
2021-03-09,23.8,7.5,0
2021-03-10,20.4,8.3,0
2021-03-11,23.8,8.8,0
2021-03-12,21.5,10.8,0
2021-03-12,21.5,10.8,0
2021-03-13,38.2,15.5,1.7
2021-03-14,52.1,18.9,8.9
2021-03-15,37.6,15.4,0
2021-03-16,39.3,14.5,1.2
2021-03-17,40.4,18.4,2.3
2021-03-18,39.3,13.9,0.5
2021-03-19,22.1,10.3,0
2021-03-19,22.1,10.3,0
2021-03-20,39.9,19.1,3.2
2021-03-21,75.4,29.2,25
2021-03-22,53.2,17.2,9.4
2021-03-23,29.3,10.2,0
2021-03-24,18.2,8.7,0
2021-03-25,26,12.6,0
2021-03-25,26,12.6,0
2021-03-26,43.8,17.7,10.4
2021-03-27,49.9,19.1,9.4
2021-03-28,12.1,42.6,0
2021-03-29,68.7,24.2,18.8
2021-03-30,54.9,16,9.7
2021-03-31,52.6,18.3,9.1
2021-04-01,34.9,16.3,0.1
2021-04-02,44.9,23.5,8.1
2021-04-03,78.7,33,28.7
2021-04-03,78.7,33,28.7
2021-04-04,81.5,34.5,29.9
2021-04-05,72.6,30.3,22.4
2021-04-06,62.1,22.7,15.2
2021-04-07,42.1,18.8,4.9
2021-04-08,64.3,25.6,18
2021-04-09,57.1,24.9,14.4
2021-04-10,52.1,23.9,10.4
2021-04-11,54.3,24.1,12.3
2021-04-12,54.9,21.7,12.2
2021-04-13,53.7,26.4,12.9
2021-04-14,78.2,26.8,26
2021-04-14,78.2,26.8,26
2021-04-15,43.8,20.2,3.3
2021-04-16,29.3,13.7,0
2021-04-17,47.1,18.9,7.4
2021-04-18,57.1,21.7,11.8
2021-04-19,45.4,16.3,4.8
2021-04-20,43.2,16.5,3.8
2021-04-21,44.3,19.7,8.3
2021-04-22,57.1,25.5,15.7
2021-04-23,69.3,33.1,25
2021-04-24,100,39.9,43.7
2021-04-25,100,40,44.1
2021-04-26,97.1,37.1,38.8
2021-04-26,97.1,37.1,38.8
2021-04-27,82.1,34.7,30.7
2021-04-28,80.4,31.8,32.8
2021-04-29,81.5,29.7,28.6
2021-04-30,74.3,28.7,23.5
2021-05-01,72.6,26.9,23.3
2021-05-02,59.9,22,13.3
2021-05-03,59.3,17.5,13.3
2021-05-04,52.6,21.1,10.9
2021-05-05,58.7,25,15.2
2021-05-05,58.7,25,15.2
2021-05-06,75.4,29,23.1
2021-05-07,69.3,26.5,22.4
2021-05-08,56,27.3,15.5
2021-05-09,71.5,29.5,21.4
2021-05-10,61.5,24.9,17.2
2021-05-11,67.6,28.8,21.2
2021-05-12,77.1,28.4,23.5
2021-05-13,64.3,33.8,20.9
2021-05-14,100,43.4,46.4
2021-05-15,100,44.3,46.3
2021-05-15,100,44.3,46.3
2021-05-16,100,47,51.4
2021-05-17,100,45.4,58.6
2021-05-18,94.3,38.9,36.5
2021-05-19,90.9,33.1,32.7
2021-05-20,87.6,33.1,34.2
2021-05-21,81,37.5,31.2
2021-05-22,12.1,63.1,0
2021-05-23,90.9,33.8,33.7
2021-05-24,88.7,36.3,34.8
2021-05-25,91.5,37.9,38.9
2021-05-26,100,38.2,44
2021-05-27,78.2,30.2,26.4
2021-05-28,76,35.2,26.6
2021-05-29,89.3,32.5,34.2
2021-05-30,81,29.7,28.1
2021-05-31,83.2,30.8,29.2
2021-06-01,72.1,32.8,26.5
2021-06-02,100,40.7,43.4
2021-06-03,100,41.6,41.5
2021-06-04,100,45.2,46.3
2021-06-05,93.2,39.2,36.7
2021-06-06,85.9,36.2,32.8
2021-06-06,85.9,36.2,32.8
2021-06-07,100,41.6,45.9
2021-06-08,100,46.2,51.6
2021-06-09,100,44.5,54.3
2021-06-10,100,46.8,59
2021-06-11,100,51.8,57
2021-06-12,100,50.8,59.2
2021-06-13,100,45.4,54.9
2021-06-13,100,45.4,54.9
2021-06-14,100,48,51.9
2021-06-15,100,50.6,61.1
2021-06-16,100,50,54.1
2021-06-17,100,47.7,60.5
2021-06-18,100,49.8,58.2
2021-06-19,100,46,54.8
2021-06-20,100,43.7,50.6
2021-06-21,100,44.7,49
2021-06-22,100,45,50.3
2021-06-23,100,47.9,54.4
2021-06-24,100,45.1,57.5
2021-06-25,100,44.5,53.1
2021-06-26,100,46.4,52.1
2021-06-27,100,48.4,55.8
2021-06-28,100,47.2,57.4
2021-06-29,100,48.3,57.4
2021-06-29,100,48.3,57.4
2021-06-30,100,47.4,60.6
2021-07-01,100,49,61.2
2021-07-02,100,49.9,60.4
2021-07-03,100,54.2,62.7
2021-07-04,100,56,70.3
2021-07-05,100,47.6,54.9
2021-07-06,100,46.5,54.3
2021-07-07,100,48.6,56.6
2021-07-07,100,48.6,56.6
2021-07-08,100,51.8,61
2021-07-09,100,56.6,70.1
2021-07-10,100,54.5,70.2
2021-07-11,100,53.5,69.2
2021-07-12,100,54.8,67.5
2021-07-13,100,56,70.6
2021-07-14,100,58.5,71.3
2021-07-15,100,62,79.1
2021-07-16,100,62.8,79.3
2021-07-17,100,59.7,79.1
2021-07-18,100,57.9,74.4
2021-07-19,100,61.6,74.4
2021-07-20,100,61.8,78.2
2021-07-21,100,55.1,71.4
2021-07-22,100,58.7,73.4
2021-07-22,100,58.7,73.4
2021-07-23,100,63.5,77.4
2021-07-24,100,65.2,82.3
2021-07-24,100,65.2,82.3
2021-07-25,100,65.3,84.4
2021-07-26,100,66.2,83.2
2021-07-27,100,66.2,84
2021-07-27,100,66.2,84
2021-07-28,100,65.7,89.3
2021-07-29,100,65.1,87.6
2021-07-30,100,63.8,83.1
2021-07-31,100,62.7,82.1
2021-08-01,100,63.4,80.2
2021-08-02,100,62.3,82.2
2021-08-03,100,59.3,73.9
2021-08-04,100,57.5,73.5
2021-08-05,100,59.4,71.8
2021-08-06,100,60.5,79.8
2021-08-06,100,60.5,79.8
2021-08-07,100,61.6,77.7
2021-08-08,100,58.9,78.4
2021-08-09,100,58.4,69.9
2021-08-10,100,54.6,73.1
2021-08-11,100,58,70.1
2021-08-12,100,57.5,72.8
2021-08-13,100,57.2,77.4
2021-08-14,100,55.1,71.6
2021-08-15,100,56.2,68.9
2021-08-16,100,54,69.1
2021-08-17,100,54.6,64.3
2021-08-18,100,55.5,67.1
2021-08-19,100,52.5,64.5
2021-08-20,100,47.4,60.1
2021-08-21,100,52.6,61.6
2021-08-22,100,55.5,66.5
2021-08-23,100,51.9,59
2021-08-24,100,52.2,64.2
2021-08-24,100,52.2,64.2
2021-08-25,100,48.8,58.5
2021-08-26,100,49.5,61.4
2021-08-27,100,53.9,68.1
2021-08-27,100,53.9,68.1
2021-08-28,100,54.9,66.3
2021-08-29,100,47.2,57
2021-08-30,100,48.2,55.9
2021-08-31,100,50.7,62.3
2021-09-01,100,50.8,60.6
2021-09-02,100,43.5,49.4
2021-09-03,100,45.6,50
2021-09-04,100,49.5,58.5
2021-09-04,100,49.5,58.5
2021-09-05,100,49.4,59.3
2021-09-06,100,46.4,52.1
2021-09-07,100,47.5,54.5
2021-09-08,100,45.8,49.5
2021-09-09,100,42.9,45.7
2021-09-10,100,44.9,53
2021-09-11,100,46.9,55.1
2021-09-12,100,47.4,56
2021-09-13,100,48.2,57.1
2021-09-14,100,48.4,54.9
2021-09-15,100,49.9,65.6
2021-09-15,100,49.9,65.6
2021-09-16,100,50.1,57.4
2021-09-17,100,47.4,56.1
2021-09-18,100,46.8,50.7
2021-09-19,100,47.9,58.5
2021-09-20,100,47.4,54
2021-09-21,100,49,59.4
2021-09-22,100,48.3,53.7
2021-09-23,100,45,47.5
2021-09-23,100,45,47.5
2021-09-24,100,41.1,44.6
2021-09-25,100,41.7,52
2021-09-26,100,43.6,45.5
2021-09-27,100,45.8,50.3
2021-09-28,100,45.8,51.2
2021-09-29,100,45,51.2
2021-09-30,100,45.4,53.9
2021-10-01,100,44.3,47.6
2021-10-02,100,39.7,45.1
2021-10-03,100,40.6,46.5
2021-10-04,100,40.2,44.3
2021-10-05,100,43.2,47.6
2021-10-06,100,48.7,53.1
2021-10-06,100,48.7,53.1
2021-10-06,100,48.7,53.1
2021-10-07,100,50.1,61.7
2021-10-08,100,39.3,47.1
2021-10-09,100,41.1,47.2
2021-10-10,100,41.2,45
2021-10-10,100,41.2,45
2021-10-11,100,43.7,50.1
2021-10-12,94.8,40.1,38.4
2021-10-13,82.1,31.5,27.9
2021-10-13,82.1,31.5,27.9
2021-10-14,99.8,36.7,40
2021-10-15,94.8,38.1,38.8
2021-10-16,100,39.9,52
2021-10-17,100,40.3,44.4
2021-10-18,35.4,16.1,0.4
2021-10-19,19.3,7,0
2021-10-20,27.7,14.6,0
2021-10-21,51.5,20.2,8.6
2021-10-22,37.6,14.6,0.7
2021-10-23,39.3,15.1,2
2021-10-24,41,17.4,4.4
2021-10-25,43.8,18.1,5.5
2021-10-26,45.4,18.4,7.4
2021-10-27,47.1,20,7.1
2021-10-28,54.9,22.8,12.3
2021-10-29,66.5,25.1,19.1
2021-10-30,51.5,20.7,10.8
2021-10-31,70.4,26.4,22.8
2021-11-01,73.2,26.6,23.1
2021-11-02,63.2,25,18.1
2021-11-03,69.3,24.8,20
2021-11-04,56,20.1,13.2
2021-11-05,54.3,21.9,11.2
2021-11-06,58.7,22.8,13.4
2021-11-07,55.4,21.5,13.2
2021-11-08,61,23.9,17
2021-11-09,66,28,19.9
2021-11-10,37.1,11.9,0.3
2021-11-11,28.8,9.5,0
2021-11-12,16,5.8,0
2021-11-13,23.8,7.2,0
2021-11-14,19.3,5.8,0
2021-11-15,14.9,9.9,0
2021-11-16,55.4,20,11.5
2021-11-17,44.3,16.7,4.6
2021-11-18,36.5,13.7,0
2021-11-19,27.1,11.5,0
2021-11-20,54.9,22.2,11.1
2021-11-21,68.7,25,19.5
2021-11-22,49.9,17.8,7.9
2021-11-23,54.3,20.6,9.4
2021-11-24,8.8,1,0
2021-11-25,0,0,0
2021-11-26,0,3.9,0
2021-11-27,26.5,8.4,0
2021-11-28,9.3,2,0
2021-11-29,4.3,0.4,0
2021-11-30,4.9,3.6,0
